paper_key,file,page,value,unit,topic,gravity_context,snippet
A computational study of transient plane front solidification of alloys in a Bridgman apparatus under microgravity conditions_Tim,ReferencePapers/A computational study of transient plane front solidification of alloys in a Bridgman apparatus under microgravity conditions_Tim.pdf,15,99,at%,alloy composition,unspecified,"ture becomes less than T m and hence the liquid fraction in this control volume lies between 0 and 1. Therefore the constitutional supercooling cri- terion has to be applied at this cell boundary. If we consider C cr 7:99 at% as the limiting cell boundary Fig. 10. Distribution of solute concentration across the interface (a and b), and position of the interface (c and d) at 1500, 2000, 2500 and 3000 s for 1 and 10 mg. Dotted lines indicate i"
A computational study of transient plane front solidification of alloys in a Bridgman apparatus under microgravity conditions_Tim,ReferencePapers/A computational study of transient plane front solidification of alloys in a Bridgman apparatus under microgravity conditions_Tim.pdf,16,21,at%,alloy composition,unspecified,"determined by the cell liquid fraction. For a partially solidiﬁed cell in front of which super- cooled liquid exists, as shown in Fig. 10(b) for 2500 s, f l 0:7062 and the estimated critical concentration is CIcr 9:21 at%. Values of solute concentration at the interface and the position and shape of the interface after 2000 s of solidiﬁcation are shown in Fig. 11 for two values of g and for constant (dashed lines) and concentration- depe"
A computational study of transient plane front solidification of alloys in a Bridgman apparatus under microgravity conditions_Tim,ReferencePapers/A computational study of transient plane front solidification of alloys in a Bridgman apparatus under microgravity conditions_Tim.pdf,16,17.05,%,alloy composition,unspecified,"and concentration- dependent (solid lines) melting temperature. Inclusion of a concentration-dependent melting temperature in the computations has only a small e/C128ect on segregation at the interface, changing it from 17.05% for constant Fig. 11. Distribution of solute concentration along the interface (a and b), and position of the interface (c and d) after 2000 s of solidiﬁcation for constant (dashed lines) and concentration-dependent (so"
A computational study of transient plane front solidification of alloys in a Bridgman apparatus under microgravity conditions_Tim,ReferencePapers/A computational study of transient plane front solidification of alloys in a Bridgman apparatus under microgravity conditions_Tim.pdf,16,10,mg,thermal condition,unspecified,"olute concentration along the interface (a and b), and position of the interface (c and d) after 2000 s of solidiﬁcation for constant (dashed lines) and concentration-dependent (solid lines) melting temperature for 1 and 10 mg. V. Timchenko et al. / Int. J. Heat Mass Transfer 43 (2000) 963–980978"
A computational study of transient plane front solidification of alloys in a Bridgman apparatus under microgravity conditions_Tim,ReferencePapers/A computational study of transient plane front solidification of alloys in a Bridgman apparatus under microgravity conditions_Tim.pdf,17,16.05,%,alloy composition,unspecified,"Tm to 16.05% for variable Tm at 10 mg, and from 1.99 to 1.97% at 1 mg, respectively. Segregation is more strongly a/C128ected by gravity level. Values of concen- tration at the interface are smaller in the case of T m C due to the"
A computational study of transient plane front solidification of alloys in a Bridgman apparatus under microgravity conditions_Tim,ReferencePapers/A computational study of transient plane front solidification of alloys in a Bridgman apparatus under microgravity conditions_Tim.pdf,17,10,mg,growth/velocity,unspecified,"Tm to 16.05% for variable Tm at 10 mg, and from 1.99 to 1.97% at 1 mg, respectively. Segregation is more strongly a/C128ected by gravity level. Values of concen- tration at the interface are smaller in the case of T m C due to the shorter distance of solid"
A computational study of transient plane front solidification of alloys in a Bridgman apparatus under microgravity conditions_Tim,ReferencePapers/A computational study of transient plane front solidification of alloys in a Bridgman apparatus under microgravity conditions_Tim.pdf,17,1.97,%,alloy composition,unspecified,"Tm to 16.05% for variable Tm at 10 mg, and from 1.99 to 1.97% at 1 mg, respectively. Segregation is more strongly a/C128ected by gravity level. Values of concen- tration at the interface are smaller in the case of T m C due to the shorter distance of solidiﬁcation as indicated in"
A computational study of transient plane front solidification of alloys in a Bridgman apparatus under microgravity conditions_Tim,ReferencePapers/A computational study of transient plane front solidification of alloys in a Bridgman apparatus under microgravity conditions_Tim.pdf,17,1,mg,growth/velocity,unspecified,"Tm to 16.05% for variable Tm at 10 mg, and from 1.99 to 1.97% at 1 mg, respectively. Segregation is more strongly a/C128ected by gravity level. Values of concen- tration at the interface are smaller in the case of T m C due to the shorter distance of solidiﬁcation as indicated in Fig. 11"
Analysis of gravity effects during binary alloy directional solidification by comparison of microgravity and Earth experiments with in situ observation,ReferencePapers/Analysis of gravity effects during binary alloy directional solidification by comparison of microgravity and Earth experiments with in situ observation.pdf,3,21,pa,thermophysical/mechanical property,unspecified,"ip characteristics 19 have been predicted for a dendritic array in which solute interaction between the neighboring 20 dendrites is negligible. In this case, the shape of the dendrite tip is shown to be very close to a 21 parabola [9, 12-14]. 22 23 24 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47"
Analysis of gravity effects during binary alloy directional solidification by comparison of microgravity and Earth experiments with in situ observation,ReferencePapers/Analysis of gravity effects during binary alloy directional solidification by comparison of microgravity and Earth experiments with in situ observation.pdf,4,2,k,thermal condition,unspecified,"3 1.2. Convection effects in Bridgman growth 1 Despite the importance of cellular or dendritic microstructures in commercial products, many 2 key fundamental aspects that govern microstructural scales and accompanying segregation 3 pattern have not been clearly established [15]. In this paper, we focus on the impact of gravity-4 driven phenomena on the micros"
Analysis of gravity effects during binary alloy directional solidification by comparison of microgravity and Earth experiments with in situ observation,ReferencePapers/Analysis of gravity effects during binary alloy directional solidification by comparison of microgravity and Earth experiments with in situ observation.pdf,4,3,pa,thermophysical/mechanical property,unspecified,"ection effects in Bridgman growth 1 Despite the importance of cellular or dendritic microstructures in commercial products, many 2 key fundamental aspects that govern microstructural scales and accompanying segregation 3 pattern have not been clearly established [15]. In this paper, we focus on the impact of gravity-4 driven phenomena on the microstructure dynamics during vertical Bridgman growth because 5 most directional solidification"
Analysis of gravity effects during binary alloy directional solidification by comparison of microgravity and Earth experiments with in situ observation,ReferencePapers/Analysis of gravity effects during binary alloy directional solidification by comparison of microgravity and Earth experiments with in situ observation.pdf,4,10,pa,thermophysical/mechanical property,unspecified,"ture distribution 8 and the solute concentration. [16-19]. Vertical gradients of melt density can be either stabilizing 9 or destabilizing regarding convection, however, any gradient of melt density that is not exactly 10 parallel to the gravity vector can potentially cause the onset of buoyancy flow so that natural 11 convection is expected in all experiments. To avoid natural convection in the melt, it seems 12 reasonable to ensure that"
Analysis of gravity effects during binary alloy directional solidification by comparison of microgravity and Earth experiments with in situ observation,ReferencePapers/Analysis of gravity effects during binary alloy directional solidification by comparison of microgravity and Earth experiments with in situ observation.pdf,4,10,µm,length scale/microstructure,unspecified,ed during solidification experiments by reducing 23 sample dimensions and performing solidification horizontally [31]. Diffusive growth 24 conditions can be nearly achieved in very thin flat samples of thickness in the 10 µm range or 25 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52
