paper_key,file,page,value,unit,topic,gravity_context,snippet
Benchmark Al-Cu Solidification Experiments in Microgravity and on Earth_Thomas,ReferencePapers/Benchmark Al-Cu Solidification Experiments in Microgravity and on Earth_Thomas.pdf,3,60,mm,length scale/microstructure,microgravity/space,"he cylindrical alloy sample sits above the graphite felt and has a nominal diameter of 9 mm which, due to solidiﬁcation shrinkage, is smaller than the ampoule inner diameter of 9.5 mm. The nominal length of the sample is 60 mm. The sample length and position within the furnace are chosen to ensure complete melting and solidiﬁcation from the lower sample end. Above the sample there is a combi- nation of graphite spacers, alumina spheres, alumi"
Benchmark Al-Cu Solidification Experiments in Microgravity and on Earth_Thomas,ReferencePapers/Benchmark Al-Cu Solidification Experiments in Microgravity and on Earth_Thomas.pdf,3,9.5,mm,length scale/microstructure,earth/1g,"ign of the sample ampoules is shown in Figure 2 and is described here according to the vertical alignment in the terrestrial furnace where the ampoule holder is at the bottom. The alumina ampoule has an inner diameter of 9.5 mm. Starting from the ampoule holder and moving upwards, there is a graphite rod with a length of 123 mm, capped by a 2 mm thick piece of graphite felt. The rod and felt provide signiﬁcant cooling to the sample due to the"
Benchmark Al-Cu Solidification Experiments in Microgravity and on Earth_Thomas,ReferencePapers/Benchmark Al-Cu Solidification Experiments in Microgravity and on Earth_Thomas.pdf,5,0.75,mm,length scale/microstructure,microgravity/space,"s set individually for each image such that 12 boxes span the binarized image in the sample diameter direction, including the empty space around the edge of the sample. This resulted in a box side length of approximately 0.75 mm or 100 to 375 pixels, though the exact value varied between images based on the amount of empty space bordering the sample. This box side length is similar to the shorter dimension of the EDX acquisition ﬁeld. Additiona"
Benchmark Al-Cu Solidification Experiments in Microgravity and on Earth_Thomas,ReferencePapers/Benchmark Al-Cu Solidification Experiments in Microgravity and on Earth_Thomas.pdf,6,1.03,mm,length scale/microstructure,microgravity/space,sampling the calibrated EDX data with an array of points spaced such that 60 sampling points span the diameter direction of the calibrated EDX data map. The chosen number of points places 5 to 6 sampling points over the 1.03 mm measurement area width by 4 to 5 sampling points over the 0.77 mm height. Each point was assigned the value of the EDX measurement area it fell within. The sampling points were then be averaged in a 5 by 5 pattern to cr
Benchmark Al-Cu Solidification Experiments in Microgravity and on Earth_Thomas,ReferencePapers/Benchmark Al-Cu Solidification Experiments in Microgravity and on Earth_Thomas.pdf,9,1.1,cm,length scale/microstructure,earth/1g,"the decreasing cooling rate toward the sample end [Fig- ures 7(a) and 8(c)]. The Al-18 wt pct Cu 1 g sample [Figure 7(b)] shows large columnar and elongated equiaxed grains near the sample bottom from 0 to approximately 1.1 cm. After the end of the progressive CET at 1.1 cm, the 1 g sample is entirely equiaxed. Unlike all other samples, there is a strong decrease in equiaxed grain size toward the sample top. This increase can only be explaine"
Benchmark Al-Cu Solidification Experiments in Microgravity and on Earth_Thomas,ReferencePapers/Benchmark Al-Cu Solidification Experiments in Microgravity and on Earth_Thomas.pdf,9,2.8,cm,length scale/microstructure,earth/1g,"equiaxed grain structure with a slight increase in grain size toward the sample end [Figures 6(a) and 8(b)]. Figure 6(b) shows that the Al-10 wt pct Cu 1 g sample has a columnar dominated region from 0 to approxi- mately 2.8 cm which coincides with the end of a long columnar grain. After the CET at 2.8 cm, the grain structure becomes fully equiaxed for the remainder of the sample. Again, the CET can be characterized as progressive because the"
Benchmark Al-Cu Solidification Experiments in Microgravity and on Earth_Thomas,ReferencePapers/Benchmark Al-Cu Solidification Experiments in Microgravity and on Earth_Thomas.pdf,9,3.3,cm,length scale/microstructure,earth/1g,"toward the end of the sample, which may be attributed to a decreasing cooling rate. On the other hand, the Al-4 wt pct Cu 1 g sample grain structure can be divided into a columnar dominated region from 0 to approximately 3.3 cm and a fully equiaxed region from 3.3 cm to the sample top [Figure 5(b)]. The division between columnar dominated and fully equiaxed regions can be considered as the CET location for the 1 g sample. However, the columnar"
Benchmark Al-Cu Solidification Experiments in Microgravity and on Earth_Thomas,ReferencePapers/Benchmark Al-Cu Solidification Experiments in Microgravity and on Earth_Thomas.pdf,9,3.3,cm,length scale/microstructure,earth/1g,"be attributed to a decreasing cooling rate. On the other hand, the Al-4 wt pct Cu 1 g sample grain structure can be divided into a columnar dominated region from 0 to approximately 3.3 cm and a fully equiaxed region from 3.3 cm to the sample top [Figure 5(b)]. The division between columnar dominated and fully equiaxed regions can be considered as the CET location for the 1 g sample. However, the columnar dominated region does contain some smal"
Benchmark Al-Cu Solidification Experiments in Microgravity and on Earth_Thomas,ReferencePapers/Benchmark Al-Cu Solidification Experiments in Microgravity and on Earth_Thomas.pdf,13,15,mm,length scale/microstructure,earth/1g,"sent for the lg sample in Figure 14(a). Pockets of positive solute segregation are visible in Figure 16(b) at the sample bottom, at the sample edge just above the large void, and in the sample cross section approximately 15 mm from the sample top. A pocket of negative segregation is visible at the top edge of the sample. These features are evidence of some melt convection within the 1 g sample. The Al-18 wt pct Cu 1 g sample shows a far lower"
Benchmark Al-Cu Solidification Experiments in Microgravity and on Earth_Thomas,ReferencePapers/Benchmark Al-Cu Solidification Experiments in Microgravity and on Earth_Thomas.pdf,15,5,mm,length scale/microstructure,microgravity/space,"iform in space while changing in time. The heat ﬂux on the side of the sample, however, is spatially and temporally varying. To address this, the 6 cm long side boundary of the sample is divided into 12 discrete zones of 5 mm length each over which the heat ﬂux is assumed to be uniform. The heat ﬂux boundary conditions are calculated via a simple heat transfer analysis using temperatures extracted from the furnace model on either side of the"
Benchmark Al-Cu Solidification Experiments in Microgravity and on Earth_Thomas,ReferencePapers/Benchmark Al-Cu Solidification Experiments in Microgravity and on Earth_Thomas.pdf,15,6,cm,length scale/microstructure,microgravity/space,"he heat ﬂuxes through the top and bottom of the sample are assumed to be uniform in space while changing in time. The heat ﬂux on the side of the sample, however, is spatially and temporally varying. To address this, the 6 cm long side boundary of the sample is divided into 12 discrete zones of 5 mm length each over which the heat ﬂux is assumed to be uniform. The heat ﬂux boundary conditions are calculated via a simple heat transfer analysi"
Benchmark Al-Cu Solidification Experiments in Microgravity and on Earth_Thomas,ReferencePapers/Benchmark Al-Cu Solidification Experiments in Microgravity and on Earth_Thomas.pdf,15,60,mm,length scale/microstructure,earth/1g,"d from other materials. The heat transfer from the rings to the cylinder is controlled by a time-dependent heat transfer coeﬃcient (HTC) that mimics the variable heat input. The sample is modeled at the nominal length of 60 mm and diameter of 9 mm. One simulation per alloy is conducted, as the lga n d 1 g experiments were thermally identical. Only alloy properties and the time-dependent HTC are changed between simulations of the three diﬀeren"
